Kode Universitas,Nama Universitas,No,Kode Prodi,Nama Prodi,Tingkat,Kuota,Peminat,Portofolio,Provinsi,Rank,Minat,Klaster
111,Universitas Syiah Kuala,1,11111001,PENDIDIKAN DOKTER HEWAN,Sarjana,84,411.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,2,11111002,TEKNIK SIPIL,Sarjana,98,606.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,3,11111003,TEKNIK MESIN,Sarjana,42,220.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,4,11111004,TEKNIK KIMIA,Sarjana,63,160.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,5,11111005,ARSITEKTUR,Sarjana,56,294.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,6,11111006,TEKNIK ELEKTRO,Sarjana,56,221.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,7,11111007,AGROTEKNOLOGI, ,42,183.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,8,11111008,AGRIBISNIS,Sarjana,56,299.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,9,11111009,PETERNAKAN,Sarjana,46,117.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,10,11111010,TEKNOLOGI HASIL PERTANIAN,Sarjana,56,109.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,11,11111011,TEKNIK PERTANIAN,Sarjana,56,171.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,12,11111012,PENDIDIKAN BIOLOGI,Sarjana,42,194.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,13,11111013,PENDIDIKAN MATEMATIKA,Sarjana,42,173.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,14,11111014,PENDIDIKAN FISIKA,Sarjana,42,59.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,15,11111015,PENDIDIKAN KIMIA,Sarjana,42,55.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,16,11111016,PENDIDIKAN DOKTER,Sarjana,88,1859.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,17,11111017,ILMU KEPERAWATAN,Sarjana,126,1313.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,18,11111018,PENDIDIKAN DOKTER GIGI,Sarjana,35,858.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,19,11111019,MATEMATIKA,Sarjana,28,50.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,20,11111020,FISIKA,Sarjana,28,14.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,21,11111021,KIMIA,Sarjana,28,58.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,22,11111022,BIOLOGI,Sarjana,42,120.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,23,11111023,ILMU KELAUTAN,Sarjana,56,132.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,24,11111024,BUDIDAYA PERAIRAN,Sarjana,56,71.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,25,11111025,TEKNIK INDUSTRI,Sarjana,42,445.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,26,11111026,INFORMATIKA,Sarjana,42,1219.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,27,11111027,FARMASI,Sarjana,28,1576.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,28,11111028,TEKNIK GEOFISIKA,Sarjana,28,85.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,29,11111029,TEKNIK PERTAMBANGAN,Sarjana,42,864.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,30,11111030,STATISTIKA,Sarjana,42,218.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,31,11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,42,66.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,32,11111032,ILMU TANAH,Sarjana,42,85.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,33,11111033,TEKNIK GEOLOGI,Sarjana,28,219.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,34,11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),Sarjana,14,20.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,35,11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),Sarjana,14,22.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,36,11111036,KEHUTANAN (PSDKU GAYO LUES),Sarjana,21,15.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,37,11111037,PROTEKSI TANAMAN,Sarjana,28,30.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,38,11111038,PERENCANAAN WILAYAH DAN KOTA,Sarjana,42,291.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,39,11111039,KEHUTANAN,Sarjana,42,146.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,40,11111040,TEKNIK KOMPUTER,Sarjana,56,822.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,41,11111041,EKONOMI PEMBANGUNAN,Sarjana,56,360.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,42,11111042,MANAJEMEN,Sarjana,70,1345.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,43,11111043,AKUNTANSI,Sarjana,70,784.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,44,11111044,ILMU HUKUM,Sarjana,196,1476.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,45,11111045,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,49,279.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,46,11111046,PENDIDIKAN SEJARAH,Sarjana,42,237.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,47,11111047,PENDIDIKAN EKONOMI,Sarjana,56,144.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,48,11111048,PENDIDIKAN GEOGRAFI,Sarjana,56,104.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,49,11111049,PENDIDIKAN BAHASA INDONESIA,Sarjana,56,385.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,50,11111050,PENDIDIKAN BAHASA INGGRIS,Sarjana,56,358.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,51,11111051,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,42,65.0,Sendratasik,Aceh,,,
111,Universitas Syiah Kuala,52,11111052,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,56,359.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,53,11111053,PEND. JASMANI KESEHATAN DAN REKREASI,Sarjana,70,188.0,Olahraga,Aceh,,,
111,Universitas Syiah Kuala,54,11111054,BIMBINGAN KONSELING,Sarjana,53,712.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,55,11111055,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,81,950.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,56,11111056,PSIKOLOGI,Sarjana,28,665.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,57,11111057,ILMU POLITIK,Sarjana,56,179.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,58,11111058,SOSIOLOGI,Sarjana,42,143.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,59,11111059,ILMU KOMUNIKASI,Sarjana,63,712.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,60,11111060,PENDIDIKAN GURU PAUD,Sarjana,49,311.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,61,11111061,ILMU PEMERINTAHAN,Sarjana,63,365.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,62,11111062,EKONOMI ISLAM,Sarjana,56,321.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,63,11111063,MANAJEMEN (PSDKU GAYO LUES),Sarjana,28,30.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,64,11111078,TEKNOLOGI INDUSTRI HASIL PERIKANAN,Sarjana,18,,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,65,11112065,AKUNTANSI PERPAJAKAN,Sarjana Terapan,28,1645.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,66,11113064,KESEHATAN HEWAN,Diploma Tiga,11,383.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,67,11113066,MANAJEMEN AGRIBISNIS,Diploma Tiga,35,598.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,68,11113067,TEKNIK LISTRIK,Diploma Tiga,14,189.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,69,11113068,BUDIDAYA PETERNAKAN,Diploma Tiga,21,282.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,70,11113069,TEKNIK MESIN,Diploma Tiga,14,264.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,71,11113071,TEKNIK SIPIL,Diploma Tiga,28,710.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,72,11113072,SEKRETARI,Diploma Tiga,14,320.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,73,11113073,MANAJEMEN PERUSAHAAN,Diploma Tiga,14,814.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,74,11113075,AKUNTANSI,Diploma Tiga,28,913.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,75,11113076,KEUANGAN DAN PERBANKAN,Diploma Tiga,28,1106.0,Tidak Ada,Aceh,,,
111,Universitas Syiah Kuala,76,11113077,MANAJEMEN INFORMATIKA,Diploma Tiga,28,1297.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,1,11121001,TEKNIK SIPIL,Sarjana,132,194.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,2,11121002,TEKNIK MESIN,Sarjana,120,155.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,3,11121003,TEKNIK KIMIA,Sarjana,100,110.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,4,11121004,TEKNIK ELEKTRO,Sarjana,80,148.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,5,11121005,TEKNIK INDUSTRI,Sarjana,100,274.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,6,11121006,TEKNIK INFORMATIKA,Sarjana,118,506.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,7,11121007,TEKNIK ARSITEKTUR,Sarjana,60,64.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,8,11121008,AGROEKOTEKNOLOGI,Sarjana,120,171.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,9,11121009,AGRIBISNIS,Sarjana,100,142.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,10,11121010,AKUAKULTUR,Sarjana,40,15.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,11,11121011,KEDOKTERAN,Sarjana,60,1296.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,12,11121012,PENDIDIKAN FISIKA,Sarjana,48,22.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,13,11121013,PENDIDIKAN KIMIA,Sarjana,48,25.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,14,11121014,PENDIDIKAN MATEMATIKA,Sarjana,48,45.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,15,11121015,PENDIDIKAN VOKASIONAL TEKNIK MESIN,Sarjana,24,18.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,16,11121016,SISTEM INFORMASI,Sarjana,80,224.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,17,11121017,ILMU KELAUTAN,Sarjana,40,33.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,18,11121018,TEKNIK MATERIAL,Sarjana,40,26.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,19,11121019,TEKNIK LOGISTIK,Sarjana,40,31.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,20,11121020,MANAJEMEN,Sarjana,160,459.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,21,11121021,AKUNTANSI,Sarjana,124,236.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,22,11121022,ILMU EKONOMI & STUDI PEMBANGUNAN,Sarjana,112,72.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,23,11121023,ADMINISTRASI PUBLIK,Sarjana,140,183.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,24,11121024,SOSIOLOGI,Sarjana,82,67.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,25,11121025,ILMU POLITIK,Sarjana,80,43.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,26,11121026,ANTROPOLOGI,Sarjana,40,30.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,27,11121027,ILMU KOMUNIKASI,Sarjana,140,309.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,28,11121028,HUKUM,Sarjana,220,322.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,29,11121029,EKONOMI SYARIAH,Sarjana,82,130.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,30,11121030,PSIKOLOGI,Sarjana,78,329.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,31,11121031,PENDIDIKAN BAHASA INDONESIA,Sarjana,72,193.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,32,11121032,ADMINISTRASI BISNIS,Sarjana,60,184.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,33,11121033,KEWIRUSAHAAN,Sarjana,48,51.0,Tidak Ada,Aceh,,,
112,Universitas Malikussaleh,34,11123034,KEPERAWATAN,Diploma Tiga,40,727.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,1,11131001,TEKNIK SIPIL,Sarjana,75,77.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,2,11131002,TEKNIK MESIN,Sarjana,80,69.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,3,11131003,TEKNIK INDUSTRI,Sarjana,60,101.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,4,11131004,AGRIBISNIS,Sarjana,60,55.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,5,11131005,AGROTEKNOLOGI,Sarjana,50,28.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,6,11131006,PERIKANAN,Sarjana,30,27.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,7,11131007,KESEHATAN MASYARAKAT,Sarjana,80,295.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,8,11131008,AKUAKULTUR,Sarjana,20,8.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,9,11131009,SUMBER DAYA AKUATIK,Sarjana,20,3.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,10,11131010,TEKNOLOGI HASIL PERTANIAN,Sarjana,60,29.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,11,11131011,ILMU KELAUTAN,Sarjana,20,21.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,12,11131012,TEKNOLOGI INFORMASI,Sarjana,60,179.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,13,11131013,GIZI,Sarjana,80,312.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,14,11131014,EKONOMI PEMBANGUNAN,Sarjana,35,29.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,15,11131015,ILMU ADMINISTRASI NEGARA,Sarjana,90,154.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,16,11131016,SOSIOLOGI,Sarjana,60,75.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,17,11131017,ILMU KOMUNIKASI,Sarjana,90,117.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,18,11131018,MANAJEMEN,Sarjana,90,205.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,19,11131019,AKUNTANSI,Sarjana,90,96.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,20,11131020,ILMU HUKUM,Sarjana,90,116.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,21,11131021,PETERNAKAN,Sarjana,30,22.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,22,11131022,BISNIS DIGITAL,Sarjana,40,80.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,23,11131023,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,40,100.0,Tidak Ada,Aceh,,,
113,Universitas Teuku Umar,24,11131024,BAHASA DAN KEBUDAYAAN INGGRIS,Sarjana,30,,Tidak Ada,Aceh,,,
114,Universitas Samudra,1,11141001,AGROTEKNOLOGI,Sarjana,48,68.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,2,11141002,AGRIBISNIS,Sarjana,60,109.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,3,11141003,AKUAKULTUR,Sarjana,24,17.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,4,11141004,PENDIDIKAN MATEMATIKA,Sarjana,12,29.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,5,11141005,PENDIDIKAN FISIKA,Sarjana,12,16.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,6,11141006,PENDIDIKAN KIMIA,Sarjana,12,12.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,7,11141007,PENDIDIKAN BIOLOGI,Sarjana,36,62.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,8,11141008,TEKNIK MESIN,Sarjana,44,47.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,9,11141009,TEKNIK SIPIL,Sarjana,60,77.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,10,11141010,TEKNIK INDUSTRI,Sarjana,48,75.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,11,11141011,INFORMATIKA,Sarjana,72,224.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,12,11141012,MATEMATIKA,Sarjana,12,13.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,13,11141013,FISIKA,Sarjana,12,5.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,14,11141014,KIMIA,Sarjana,12,15.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,15,11141015,BIOLOGI,Sarjana,12,19.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,16,11141016,HUKUM,Sarjana,96,169.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,17,11141017,EKONOMI MANAJEMEN,Sarjana,96,250.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,18,11141018,EKONOMI PEMBANGUNAN,Sarjana,32,52.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,19,11141019,PENDIDIKAN SEJARAH,Sarjana,32,67.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,20,11141020,PENDIDIKAN GEOGRAFI,Sarjana,48,57.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,21,11141021,PENDIDIKAN JASMANI,Sarjana,48,57.0,Olahraga,Aceh,,,
114,Universitas Samudra,22,11141022,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,124,480.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,23,11141023,PENDIDIKAN BAHASA INGGRIS,Sarjana,32,59.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,24,11141024,PENDIDIKAN BAHASA INDONESIA,Sarjana,48,111.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,25,11141025,AKUNTANSI,Sarjana,48,101.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,26,11141026,GEOFISIKA,Sarjana,12,7.0,Tidak Ada,Aceh,,,
114,Universitas Samudra,27,11141027,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,12,,Tidak Ada,Aceh,,,
114,Universitas Samudra,28,11141028,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,12,,Tidak Ada,Aceh,,,
114,Universitas Samudra,29,11141029,PENDIDIKAN VOKASIONAL SENI KULINER,Sarjana,12,,Tidak Ada,Aceh,,,
115,ISBI Aceh,1,11151001,SENI KARAWITAN,Sarjana,24,4.0,Tidak Ada,Aceh,,,
115,ISBI Aceh,2,11151002,SENI TARI,Sarjana,24,8.0,Tidak Ada,Aceh,,,
115,ISBI Aceh,3,11151003,SENI TEATER,Sarjana,16,,Tidak Ada,Aceh,,,
115,ISBI Aceh,4,11151004,SENI RUPA MURNI,Sarjana,24,3.0,Tidak Ada,Aceh,,,
115,ISBI Aceh,5,11151005,KRIYA SENI,Sarjana,24,4.0,Tidak Ada,Aceh,,,
115,ISBI Aceh,6,11151006,DESAIN KOMUNIKASI VISUAL,Sarjana,32,12.0,Tidak Ada,Aceh,,,
115,ISBI Aceh,7,11151007,KAJIAN SASTRA BUDAYA,Sarjana,16,3.0,Tidak Ada,Aceh,,,
115,ISBI Aceh,8,11151008,BAHASA ACEH,Sarjana,16,7.0,Tidak Ada,Aceh,,,
115,ISBI Aceh,9,11151009,DESAIN INTERIOR,Sarjana,32,11.0,Tidak Ada,Aceh,,,
121,Universitas Sumatera Utara,1,11211001,PENDIDIKAN DOKTER,Sarjana,80,2041.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,2,11211002,TEKNIK SIPIL,Sarjana,48,971.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,3,11211003,TEKNIK MESIN,Sarjana,48,706.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,4,11211004,TEKNIK ELEKTRO,Sarjana,40,623.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,5,11211005,TEKNIK INDUSTRI,Sarjana,52,1287.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,6,11211006,TEKNIK KIMIA,Sarjana,39,488.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,7,11211007,PENDIDIKAN DOKTER GIGI,Sarjana,48,1159.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,8,11211008,MATEMATIKA,Sarjana,32,270.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,9,11211009,KIMIA,Sarjana,32,193.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,10,11211010,FARMASI,Sarjana,64,1912.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,11,11211011,FISIKA,Sarjana,32,97.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,12,11211012,ILMU KESEHATAN MASYARAKAT,Sarjana,128,1853.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,13,11211013,AGROEKOTEKNOLOGI,Sarjana,96,862.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,14,11211014,KETEKNIKAN PERTANIAN,Sarjana,32,489.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,15,11211015,BIOLOGI,Sarjana,32,234.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,16,11211016,AGRIBISNIS,Sarjana,64,970.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,17,11211017,ILMU DAN TEKNOLOGI PANGAN,Sarjana,32,619.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,18,11211018,PETERNAKAN,Sarjana,58,318.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,19,11211019,ARSITEKTUR,Sarjana,32,495.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,20,11211020,ILMU KEPERAWATAN,Sarjana,77,1190.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,21,11211021,KEHUTANAN,Sarjana,64,745.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,22,11211022,ILMU KOMPUTER,Sarjana,48,1696.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,23,11211023,TEKNOLOGI INFORMASI,Sarjana,48,1534.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,24,11211024,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,32,271.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,25,11211025,TEKNIK LINGKUNGAN,Sarjana,22,433.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,26,11211026,GIZI,Sarjana,32,600.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,27,11211027,ILMU HUKUM,Sarjana,192,3134.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,28,11211028,ILMU SEJARAH,Sarjana,39,152.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,29,11211029,ANTROPOLOGI SOSIAL,Sarjana,39,297.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,30,11211030,AKUNTANSI,Sarjana,80,1956.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,31,11211031,SOSIOLOGI,Sarjana,39,319.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,32,11211032,ILMU KESEJAHTERAAN SOSIAL,Sarjana,39,452.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,33,11211033,ILMU ADMINISTRASI NEGARA,Sarjana,38,946.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,34,11211034,ILMU KOMUNIKASI,Sarjana,38,1608.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,35,11211035,MANAJEMEN,Sarjana,80,2335.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,36,11211036,EKONOMI PEMBANGUNAN,Sarjana,56,775.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,37,11211037,ILMU POLITIK,Sarjana,39,506.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,38,11211038,SASTRA INDONESIA,Sarjana,48,258.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,39,11211039,SASTRA DAERAH UNTUK SASTRA MELAYU,Sarjana,26,14.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,40,11211040,SASTRA INGGRIS,Sarjana,75,643.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,41,11211041,SASTRA DAERAH UNTUK SASTRA BATAK,Sarjana,32,30.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,42,11211042,SASTRA ARAB,Sarjana,43,91.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,43,11211043,ETNO MUSIKOLOGI,Sarjana,32,47.0,Etnomusikologi,Sumatera Utara,,,
121,Universitas Sumatera Utara,44,11211044,SASTRA JEPANG,Sarjana,16,234.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,45,11211045,ILMU PERPUSTAKAAN,Sarjana,32,339.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,46,11211046,SASTRA CINA,Sarjana,16,81.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,47,11211047,ILMU ADMINISTRASI NIAGA/BISNIS,Sarjana,38,1304.0,Tidak Ada,Sumatera Utara,,,
