Kode Universitas,Nama Universitas,No,Kode Prodi,Nama Prodi,Tingkat,Kuota,Peminat,Portofolio,Provinsi,Rank,Minat,Klaster
541,Universitas Mulawarman,44,15411047,ADMINISTRASI BISNIS,Sarjana,32,933.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,45,15411048,PEND. PANCASILA DAN KEWARGANEGARAAN,Sarjana,32,80.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,46,15411049,PENDIDIKAN EKONOMI,Sarjana,28,78.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,48,15411051,PENDIDIKAN BAHASA INGGRIS,Sarjana,32,165.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,49,15411052,BIMBINGAN DAN KONSELING,Sarjana,32,258.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,50,15411053,PENDIDIKAN JASMANI,Sarjana,32,70.0,Olahraga,Kalimantan Timur,,,
541,Universitas Mulawarman,51,15411054,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,64,551.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,52,15411055,PENDIDIKAN ANAK USIA DINI,Sarjana,32,64.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,53,15411056,HUKUM,Sarjana,132,807.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,54,15411057,PSIKOLOGI,Sarjana,32,799.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,55,15411058,SASTRA INDONESIA,Sarjana,48,72.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,56,15411059,SASTRA INGGRIS,Sarjana,48,201.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,57,15411060,PENDIDIKAN MASYARAKAT,Sarjana,28,42.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,58,15411061,PENDIDIKAN GEOGRAFI,Sarjana,32,55.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,59,15411062,EKONOMI SYARIAH,Sarjana,57,118.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,60,15411063,ETNOMUSIKOLOGI,Sarjana,28,4.0,Etnomusikologi,Kalimantan Timur,,,
541,Universitas Mulawarman,61,15411064,PENDIDIKAN SEJARAH,Sarjana,32,87.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,62,15411072,ILMU LINGKUNGAN,Sarjana,25,53.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,63,15411073,KEPERAWATAN,Sarjana,25,613.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,64,15411074,GIZI,Sarjana,50,310.0,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,65,15411075,TARI,Sarjana,16,,Tidak Ada,Kalimantan Timur,,,
541,Universitas Mulawarman,66,15411076,ILMU KEOLAHRAGAAN,Sarjana,32,,Olahraga,Kalimantan Timur,,,
541,Universitas Mulawarman,67,15413069,FARMASI,Diploma Tiga,40,1200.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,1,15421001,FISIKA,Sarjana,40,13.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,2,15421002,MATEMATIKA,Sarjana,35,15.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,3,15421003,TEKNIK MESIN,Sarjana,75,240.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,4,15421004,TEKNIK ELEKTRO,Sarjana,70,209.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,5,15421005,TEKNIK KIMIA,Sarjana,55,103.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,6,15421006,TEKNIK MATERIAL DAN METALURGI,Sarjana,55,147.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,7,15421007,TEKNIK SIPIL,Sarjana,75,283.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,8,15421008,PERENCANAAN WILAYAH DAN KOTA,Sarjana,60,203.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,9,15421009,TEKNIK PERKAPALAN,Sarjana,50,100.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,10,15421010,SISTEM INFORMASI,Sarjana,66,308.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,11,15421011,TEKNIK INDUSTRI,Sarjana,40,295.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,12,15421012,INFORMATIKA,Sarjana,60,323.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,13,15421013,TEKNIK LINGKUNGAN,Sarjana,55,180.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,14,15421014,TEKNIK KELAUTAN,Sarjana,35,51.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,15,15421015,ARSITEKTUR,Sarjana,45,113.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,16,15421016,STATISTIKA,Sarjana,32,45.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,17,15421017,ILMU AKTUARIA,Sarjana,33,37.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,18,15421018,BISNIS DIGITAL,Sarjana,65,279.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,19,15421019,REKAYASA KESELAMATAN,Sarjana,70,411.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,20,15421020,TEKNOLOGI PANGAN,Sarjana,55,110.0,Tidak Ada,Kalimantan Timur,,,
542,Institut Teknologi Kalimantan,21,15421021,TEKNIK LOGISTIK,Sarjana,55,108.0,Tidak Ada,Kalimantan Timur,,,
551,Universitas Borneo Tarakan,1,15511001,TEKNIK ELEKTRO,Sarjana,32,58.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,2,15511002,TEKNIK SIPIL,Sarjana,47,140.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,3,15511003,AGRIBISNIS,Sarjana,54,57.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,4,15511004,AGROTEKNOLOGI,Sarjana,38,33.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,5,15511005,PENDIDIKAN MATEMATIKA,Sarjana,37,31.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,6,15511006,PENDIDIKAN BIOLOGI,Sarjana,37,43.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,7,15511007,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,36,23.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,8,15511008,AKUAKULTUR,Sarjana,36,19.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,9,15511009,TEKNOLOGI HASIL PERIKANAN,Sarjana,36,19.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,10,15511010,TEKNIK MESIN,Sarjana,18,53.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,11,15511011,KEPERAWATAN,Sarjana,37,530.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,12,15511012,KEBIDANAN,Sarjana,37,211.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,13,15511013,TEKNIK KOMPUTER,Sarjana,18,236.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,14,15511014,BIMBINGAN DAN KONSELING,Sarjana,73,144.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,15,15511015,PENDIDIKAN BAHASA INDONESIA,Sarjana,37,81.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,16,15511016,PENDIDIKAN BAHASA INGGRIS,Sarjana,37,43.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,17,15511017,EKONOMI PEMBANGUNAN,Sarjana,56,93.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,18,15511018,MANAJEMEN,Sarjana,54,422.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,19,15511019,HUKUM,Sarjana,77,185.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,20,15511021,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,91,243.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,21,15511022,AKUNTANSI,Sarjana,43,208.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,22,15511025,KEDOKTERAN,Sarjana,23,227.0,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,23,15511026,PSIKOLOGI,Sarjana,20,,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,24,15511027,HUKUM BISNIS,Sarjana,37,,Tidak Ada,Kalimantan Utara,,,
551,Universitas Borneo Tarakan,25,15513023,KEBIDANAN,Diploma Tiga,16,354.0,Tidak Ada,Kalimantan Utara,,,
611,Universitas Udayana,1,16111001,KEDOKTERAN,Sarjana,104,2362.0,Tidak Ada,Bali,,,
611,Universitas Udayana,2,16111002,KEDOKTERAN HEWAN,Sarjana,80,477.0,Tidak Ada,Bali,,,
611,Universitas Udayana,3,16111003,ARSITEKTUR,Sarjana,64,472.0,Tidak Ada,Bali,,,
611,Universitas Udayana,4,16111004,TEKNIK SIPIL,Sarjana,80,543.0,Tidak Ada,Bali,,,
611,Universitas Udayana,5,16111005,TEKNOLOGI PANGAN,Sarjana,40,237.0,Tidak Ada,Bali,,,
611,Universitas Udayana,6,16111006,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,36,103.0,Tidak Ada,Bali,,,
611,Universitas Udayana,7,16111007,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,28,62.0,Tidak Ada,Bali,,,
611,Universitas Udayana,8,16111008,BIOLOGI,Sarjana,28,48.0,Tidak Ada,Bali,,,
611,Universitas Udayana,9,16111009,KIMIA,Sarjana,32,48.0,Tidak Ada,Bali,,,
611,Universitas Udayana,10,16111010,FISIKA,Sarjana,40,34.0,Tidak Ada,Bali,,,
611,Universitas Udayana,11,16111011,TEKNIK MESIN,Sarjana,72,192.0,Tidak Ada,Bali,,,
611,Universitas Udayana,12,16111012,TEKNIK ELEKTRO,Sarjana,64,190.0,Tidak Ada,Bali,,,
611,Universitas Udayana,13,16111013,AGRIBISNIS,Sarjana,84,212.0,Tidak Ada,Bali,,,
611,Universitas Udayana,14,16111014,AGROEKOTEKNOLOGI,Sarjana,84,157.0,Tidak Ada,Bali,,,
611,Universitas Udayana,15,16111015,PETERNAKAN,Sarjana,80,110.0,Tidak Ada,Bali,,,
611,Universitas Udayana,16,16111016,MATEMATIKA,Sarjana,44,56.0,Tidak Ada,Bali,,,
611,Universitas Udayana,17,16111017,ILMU KESEHATAN MASYARAKAT,Sarjana,60,502.0,Tidak Ada,Bali,,,
611,Universitas Udayana,18,16111018,FARMASI,Sarjana,40,899.0,Tidak Ada,Bali,,,
611,Universitas Udayana,19,16111019,KEPERAWATAN,Sarjana,40,561.0,Tidak Ada,Bali,,,
611,Universitas Udayana,20,16111020,INFORMATIKA,Sarjana,66,667.0,Tidak Ada,Bali,,,
611,Universitas Udayana,21,16111021,TEKNOLOGI INFORMASI,Sarjana,72,545.0,Tidak Ada,Bali,,,
611,Universitas Udayana,22,16111022,FISIOTERAPI,Sarjana,28,377.0,Tidak Ada,Bali,,,
611,Universitas Udayana,23,16111023,ILMU KELAUTAN,Sarjana,56,141.0,Tidak Ada,Bali,,,
611,Universitas Udayana,24,16111024,ARSITEKTUR LANSKAP,Sarjana,16,73.0,Tidak Ada,Bali,,,
611,Universitas Udayana,25,16111025,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,56,87.0,Tidak Ada,Bali,,,
611,Universitas Udayana,26,16111026,KEDOKTERAN GIGI,Sarjana,40,845.0,Tidak Ada,Bali,,,
611,Universitas Udayana,27,16111027,TEKNIK LINGKUNGAN,Sarjana,48,182.0,Tidak Ada,Bali,,,
611,Universitas Udayana,28,16111028,TEKNIK INDUSTRI,Sarjana,48,313.0,Tidak Ada,Bali,,,
611,Universitas Udayana,29,16111029,ARKEOLOGI,Sarjana,24,68.0,Tidak Ada,Bali,,,
611,Universitas Udayana,30,16111030,ANTROPOLOGI BUDAYA,Sarjana,20,78.0,Tidak Ada,Bali,,,
611,Universitas Udayana,31,16111031,ILMU SEJARAH,Sarjana,20,58.0,Tidak Ada,Bali,,,
611,Universitas Udayana,32,16111032,ILMU HUKUM,Sarjana,232,1612.0,Tidak Ada,Bali,,,
611,Universitas Udayana,33,16111033,EKONOMI,Sarjana,120,433.0,Tidak Ada,Bali,,,
611,Universitas Udayana,34,16111034,AKUNTANSI,Sarjana,160,965.0,Tidak Ada,Bali,,,
611,Universitas Udayana,35,16111035,MANAJEMEN,Sarjana,170,1599.0,Tidak Ada,Bali,,,
611,Universitas Udayana,36,16111036,SASTRA INDONESIA,Sarjana,24,74.0,Tidak Ada,Bali,,,
611,Universitas Udayana,37,16111037,SASTRA INGGRIS,Sarjana,84,431.0,Tidak Ada,Bali,,,
611,Universitas Udayana,38,16111038,SASTRA JAWA KUNO,Sarjana,10,18.0,Tidak Ada,Bali,,,
611,Universitas Udayana,39,16111039,SASTRA BALI,Sarjana,16,19.0,Tidak Ada,Bali,,,
611,Universitas Udayana,40,16111040,SASTRA JEPANG,Sarjana,40,142.0,Tidak Ada,Bali,,,
611,Universitas Udayana,41,16111042,PARIWISATA,Sarjana,72,919.0,Tidak Ada,Bali,,,
611,Universitas Udayana,42,16111043,INDUSTRI PERJALANAN WISATA,Sarjana,60,258.0,Tidak Ada,Bali,,,
611,Universitas Udayana,43,16111044,HUBUNGAN INTERNASIONAL,Sarjana,48,598.0,Tidak Ada,Bali,,,
611,Universitas Udayana,44,16111045,SOSIOLOGI,Sarjana,48,102.0,Tidak Ada,Bali,,,
611,Universitas Udayana,45,16111046,PSIKOLOGI,Sarjana,48,987.0,Tidak Ada,Bali,,,
611,Universitas Udayana,46,16111047,ADMINISTRASI NEGARA,Sarjana,48,389.0,Tidak Ada,Bali,,,
611,Universitas Udayana,47,16111048,ILMU KOMUNIKASI,Sarjana,48,695.0,Tidak Ada,Bali,,,
611,Universitas Udayana,48,16111049,ILMU POLITIK,Sarjana,48,168.0,Tidak Ada,Bali,,,
611,Universitas Udayana,49,16111053,AKUAKULTUR,Sarjana,32,,Tidak Ada,Bali,,,
611,Universitas Udayana,50,16112041,PENGELOLAAN PERHOTELAN,Sarjana Terapan,60,714.0,Tidak Ada,Bali,,,
611,Universitas Udayana,51,16113050,PERPUSTAKAAN,Diploma Tiga,13,249.0,Tidak Ada,Bali,,,
611,Universitas Udayana,52,16113051,PERPAJAKAN,Diploma Tiga,28,1070.0,Tidak Ada,Bali,,,
611,Universitas Udayana,53,16113052,AKUNTANSI,Diploma Tiga,28,827.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,1,16121001,PENDIDIKAN MATEMATIKA,Sarjana,72,68.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,2,16121002,PENDIDIKAN BIOLOGI,Sarjana,48,43.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,3,16121003,PENDIDIKAN KIMIA,Sarjana,30,13.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,4,16121004,PENDIDIKAN FISIKA,Sarjana,30,12.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,5,16121005,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,62,114.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,6,16121006,ILMU KEOLAHRAGAAN,Sarjana,25,21.0,Olahraga,Bali,,,
612,Universitas Pendidikan Ganesha,7,16121007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,33,26.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,8,16121012,PENDIDIKAN TEKNIK MESIN,Sarjana,38,23.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,9,16121013,PENDIDIKAN IPA,Sarjana,48,42.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,10,16121014,KIMIA,Sarjana,30,19.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,11,16121015,MATEMATIKA,Sarjana,30,27.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,12,16121016,BIOLOGI,Sarjana,30,30.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,13,16121017,AKUAKULTUR,Sarjana,45,23.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,14,16121018,SISTEM INFORMASI,Sarjana,70,206.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,15,16121019,ILMU KOMPUTER,Sarjana,56,112.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,16,16121020,KEDOKTERAN,Sarjana,60,870.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,17,16121021,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,80,65.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,18,16121022,PENDIDIKAN EKONOMI,Sarjana,60,67.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,19,16121023,PENDIDIKAN SEJARAH,Sarjana,80,56.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,20,16121024,PENDIDIKAN GEOGRAFI,Sarjana,73,23.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,21,16121025,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,72,87.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,22,16121026,PENDIDIKAN BAHASA INGGRIS,Sarjana,148,231.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,24,16121028,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,44,32.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,25,16121029,BIMBINGAN KONSELING,Sarjana,58,150.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,26,16121030,TEKNOLOGI PENDIDIKAN,Sarjana,75,32.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,27,16121031,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,104,132.0,Olahraga,Bali,,,
612,Universitas Pendidikan Ganesha,28,16121032,MANAJEMEN,Sarjana,164,490.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,29,16121033,AKUNTANSI,Sarjana,144,321.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,30,16121034,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,45,41.0,Olahraga,Bali,,,
612,Universitas Pendidikan Ganesha,31,16121036,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,224,792.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,32,16121038,PENDIDIKAN GURU ANAK USIA DINI,Sarjana,75,40.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,33,16121039,PEND. BAHASA JEPANG,Sarjana,48,37.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,34,16121040,PENDIDIKAN BAHASA BALI,Sarjana,45,10.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,35,16121041,PENDIDIKAN SOSIOLOGI,Sarjana,83,44.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,36,16121042,ILMU HUKUM,Sarjana,150,273.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,37,16121043,PENDIDIKAN VOKASIONAL SENI KULINER,Sarjana,46,54.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,38,16121044,GEOGRAFI,Sarjana,60,31.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,39,16121056,FISIKA,Sarjana,30,9.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,40,16121057,KEPERAWATAN,Sarjana,20,235.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,41,16121058,KEBIDANAN,Sarjana,20,78.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,42,16122045,TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,Sarjana Terapan,20,23.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,43,16122047,TEKNOLOGI REKAYASA PENGINDERAAN JAUH,Sarjana Terapan,40,22.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,44,16122050,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,25,65.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,45,16122051,KIMIA TERAPAN,Sarjana Terapan,30,36.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,46,16122052,PENGELOLAAN PERHOTELAN,Sarjana Terapan,30,134.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,47,16122053,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,90,138.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,48,16122054,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,25,156.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,49,16122055,BIOTEKNOLOGI PERIKANAN,Sarjana Terapan,30,32.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,50,16123046,KEBIDANAN,Diploma Tiga,30,242.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,51,16123048,DESAIN KOMUNIKASI VISUAL,Diploma Tiga,45,145.0,Tidak Ada,Bali,,,
612,Universitas Pendidikan Ganesha,52,16123049,PERPUSTAKAAN,Diploma Tiga,40,102.0,Tidak Ada,Bali,,,
613,ISI Denpasar,1,16131001,TARI,Sarjana,27,19.0,Tari,Bali,,,
613,ISI Denpasar,2,16131002,SENI KARAWITAN,Sarjana,28,15.0,Seni Karawitan,Bali,,,
613,ISI Denpasar,3,16131003,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,45,28.0,Sendratasik,Bali,,,
613,ISI Denpasar,4,16131004,MUSIK,Sarjana,32,38.0,Musik,Bali,,,
613,ISI Denpasar,9,16131009,FOTOGRAFI,Sarjana,36,25.0,Fotografi,Bali,,,
613,ISI Denpasar,10,16131010,SENI PEDALANGAN,Sarjana,6,4.0,Seni Pedalangan,Bali,,,
613,ISI Denpasar,12,16131015,TEATER,Sarjana,7,,Teater,Bali,,,
613,ISI Denpasar,14,16132012,PRODUKSI FILM DAN TELEVISI,Sarjana Terapan,36,60.0,Film dan Televisi,Bali,,,
621,Universitas Mataram,1,16211001,AGROEKOTEKNOLOGI,Sarjana,75,169.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,2,16211002,AGRIBISNIS,Sarjana,140,548.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,3,16211003,KEHUTANAN,Sarjana,63,240.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,4,16211004,PENDIDIKAN BIOLOGI,Sarjana,65,209.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,5,16211005,PENDIDIKAN KIMIA,Sarjana,40,71.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,6,16211006,PENDIDIKAN FISIKA,Sarjana,40,45.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,7,16211007,PENDIDIKAN MATEMATIKA,Sarjana,75,213.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,8,16211008,TEKNIK SIPIL,Sarjana,100,641.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,9,16211009,TEKNIK MESIN,Sarjana,63,186.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,10,16211010,TEKNIK ELEKTRO,Sarjana,75,260.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,11,16211011,BIOLOGI,Sarjana,30,108.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,12,16211012,MATEMATIKA,Sarjana,30,93.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,13,16211013,FISIKA,Sarjana,30,21.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,14,16211014,KIMIA,Sarjana,30,55.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,15,16211015,PETERNAKAN,Sarjana,150,300.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,16,16211016,PENDIDIKAN DOKTER,Sarjana,113,1280.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,17,16211017,ILMU DAN TEKNOLOGI PANGAN,Sarjana,75,317.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,18,16211018,KETEKNIKAN PERTANIAN,Sarjana,75,199.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,19,16211019,BUDIDAYA PERAIRAN,Sarjana,45,66.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,20,16211020,TEKNIK INFORMATIKA,Sarjana,75,1351.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,21,16211021,FARMASI,Sarjana,45,1041.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,22,16211022,ILMU TANAH,Sarjana,55,100.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,23,16211023,ILMU KELAUTAN,Sarjana,50,119.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,24,16211024,ARSITEKTUR,Sarjana,50,276.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,25,16211025,ILMU LINGKUNGAN,Sarjana,30,149.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,26,16211026,EKONOMI PEMBANGUNAN,Sarjana,115,543.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,27,16211027,MANAJEMEN,Sarjana,150,2078.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,28,16211028,AKUNTANSI,Sarjana,115,1099.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,29,16211029,ILMU HUKUM,Sarjana,225,1221.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,30,16211030,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,105,486.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,31,16211031,PENDIDIKAN BAHASA INGGRIS,Sarjana,125,569.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,32,16211032,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,70,324.0,Tidak Ada,Nusa Tenggara Barat,,,
621,Universitas Mataram,33,16211033,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,150,1559.0,Tidak Ada,Nusa Tenggara Barat,,,
